cell_id,cell_type
37_441,Cancer Epithelial
37_442,Cancer Epithelial
37_443,Cancer Epithelial
37_444,Cancer Epithelial
37_445,Cancer Epithelial
37_446,Cancer Epithelial
37_447,Cancer Epithelial
37_448,Cancer Epithelial
37_451,Cancer Epithelial
37_452,Cancer Epithelial
37_453,Cancer Epithelial
37_454,Cancer Epithelial
37_455,Cancer Epithelial
37_456,Cancer Epithelial
37_457,Cancer Epithelial
37_458,Cancer Epithelial
37_459,Cancer Epithelial
37_460,Cancer Epithelial
37_461,Cancer Epithelial
37_462,Cancer Epithelial
37_463,Cancer Epithelial
37_464,Cancer Epithelial
37_465,Cancer Epithelial
37_466,Cancer Epithelial
37_467,Cancer Epithelial
37_468,Cancer Epithelial
37_469,Cancer Epithelial
37_470,Cancer Epithelial
37_471,Cancer Epithelial
37_473,Cancer Epithelial
37_474,Cancer Epithelial
37_475,Cancer Epithelial
37_476,Cancer Epithelial
37_477,Cancer Epithelial
37_478,Cancer Epithelial
37_479,Cancer Epithelial
37_480,Cancer Epithelial
37_481,Cancer Epithelial
37_482,Cancer Epithelial
37_483,Cancer Epithelial
37_484,Cancer Epithelial
37_485,Cancer Epithelial
37_486,Cancer Epithelial
37_487,Cancer Epithelial
37_488,Cancer Epithelial
37_489,Cancer Epithelial
37_490,Cancer Epithelial
37_491,Cancer Epithelial
37_492,Cancer Epithelial
37_493,Cancer Epithelial
37_494,Cancer Epithelial
37_495,Cancer Epithelial
37_496,Cancer Epithelial
37_497,Cancer Epithelial
37_498,Cancer Epithelial
37_499,Cancer Epithelial
37_500,Cancer Epithelial
37_501,Cancer Epithelial
37_502,Cancer Epithelial
37_503,Cancer Epithelial
37_504,Cancer Epithelial
37_505,Cancer Epithelial
37_506,Cancer Epithelial
37_507,Cancer Epithelial
37_508,Cancer Epithelial
37_509,Cancer Epithelial
37_510,Cancer Epithelial
37_512,Cancer Epithelial
37_513,Cancer Epithelial
37_514,Cancer Epithelial
37_515,Cancer Epithelial
37_516,Cancer Epithelial
37_517,Cancer Epithelial
37_518,Cancer Epithelial
37_519,Cancer Epithelial
37_520,Cancer Epithelial
37_521,Cancer Epithelial
37_522,Cancer Epithelial
37_523,Cancer Epithelial
37_524,Cancer Epithelial
37_525,Cancer Epithelial
37_526,Cancer Epithelial
37_527,Cancer Epithelial
37_528,Cancer Epithelial
37_529,Cancer Epithelial
37_530,Cancer Epithelial
37_531,Cancer Epithelial
37_532,Cancer Epithelial
37_533,Cancer Epithelial
37_534,Cancer Epithelial
37_535,Cancer Epithelial
37_536,Cancer Epithelial
37_537,Cancer Epithelial
37_538,Cancer Epithelial
37_539,Cancer Epithelial
37_540,Cancer Epithelial
37_541,Cancer Epithelial
37_542,Cancer Epithelial
37_544,Cancer Epithelial
37_545,Cancer Epithelial
37_546,Cancer Epithelial
37_547,Cancer Epithelial
37_548,Cancer Epithelial
37_549,CAFs
37_550,Cancer Epithelial
37_551,Cancer Epithelial
37_553,Cancer Epithelial
37_554,Cancer Epithelial
37_555,Cancer Epithelial
37_556,Cancer Epithelial
37_557,Cancer Epithelial
37_558,Cancer Epithelial
37_559,Cancer Epithelial
37_560,Cancer Epithelial
37_561,Cancer Epithelial
37_562,Cancer Epithelial
37_563,Cancer Epithelial
37_564,Cancer Epithelial
37_565,Cancer Epithelial
37_566,Cancer Epithelial
37_568,Cancer Epithelial
37_569,Cancer Epithelial
37_570,Cancer Epithelial
37_571,Cancer Epithelial
37_572,Cancer Epithelial
37_573,Cancer Epithelial
37_574,Cancer Epithelial
37_575,Cancer Epithelial
37_576,Endothelial
37_577,Cancer Epithelial
37_578,Cancer Epithelial
37_580,Cancer Epithelial
37_581,Cancer Epithelial
37_582,Cancer Epithelial
37_583,Cancer Epithelial
37_584,Cancer Epithelial
37_585,Endothelial
37_586,Cancer Epithelial
37_587,Cancer Epithelial
37_588,Cancer Epithelial
37_589,Cancer Epithelial
37_590,Cancer Epithelial
37_591,Cancer Epithelial
37_592,Endothelial
37_593,Cancer Epithelial
37_594,Cancer Epithelial
37_595,Cancer Epithelial
37_596,Cancer Epithelial
37_598,Cancer Epithelial
37_599,Endothelial
37_600,Cancer Epithelial
37_601,Cancer Epithelial
37_602,Cancer Epithelial
37_603,Cancer Epithelial
37_604,Endothelial
37_605,Cancer Epithelial
37_606,Cancer Epithelial
37_607,Cancer Epithelial
37_608,Cancer Epithelial
37_609,Cancer Epithelial
37_610,Cancer Epithelial
37_611,Cancer Epithelial
37_612,Cancer Epithelial
37_613,Cancer Epithelial
37_614,Cancer Epithelial
37_616,Cancer Epithelial
37_617,Cancer Epithelial
37_618,Cancer Epithelial
37_619,PVL
37_620,Cancer Epithelial
37_621,Cancer Epithelial
37_622,Cancer Epithelial
37_623,Cancer Epithelial
37_624,Cancer Epithelial
37_625,Cancer Epithelial
37_626,Cancer Epithelial
37_627,Cancer Epithelial
37_628,Cancer Epithelial
37_629,Cancer Epithelial
37_630,Cancer Epithelial
37_631,CAFs
37_632,Cancer Epithelial
37_633,Endothelial
37_634,Cancer Epithelial
37_635,Cancer Epithelial
37_636,Cancer Epithelial
37_637,Cancer Epithelial
37_638,Cancer Epithelial
37_639,Cancer Epithelial
37_640,Cancer Epithelial
37_641,Cancer Epithelial
37_642,Cancer Epithelial
37_643,Cancer Epithelial
37_644,Cancer Epithelial
37_645,Cancer Epithelial
37_646,Cancer Epithelial
37_647,Cancer Epithelial
37_648,Cancer Epithelial
37_649,Cancer Epithelial
37_650,Cancer Epithelial
37_651,Cancer Epithelial
37_652,Cancer Epithelial
37_653,Cancer Epithelial
37_654,Cancer Epithelial
37_655,Cancer Epithelial
37_656,Cancer Epithelial
37_657,Endothelial
37_658,Cancer Epithelial
37_659,CAFs
37_660,CAFs
37_661,CAFs
37_662,Cancer Epithelial
37_663,Cancer Epithelial
37_664,Cancer Epithelial
37_665,Cancer Epithelial
37_666,Cancer Epithelial
37_668,Cancer Epithelial
37_669,Cancer Epithelial
37_670,Cancer Epithelial
37_671,Cancer Epithelial
37_672,CAFs
37_673,Cancer Epithelial
37_674,Cancer Epithelial
37_675,Cancer Epithelial
37_676,Cancer Epithelial
37_677,Cancer Epithelial
37_678,Cancer Epithelial
37_679,Cancer Epithelial
37_680,Cancer Epithelial
37_681,Cancer Epithelial
37_682,Cancer Epithelial
37_683,CAFs
37_684,Cancer Epithelial
37_685,Cancer Epithelial
37_686,Cancer Epithelial
37_687,Cancer Epithelial
37_688,Cancer Epithelial
37_689,Cancer Epithelial
37_690,Cancer Epithelial
37_691,Cancer Epithelial
37_692,Cancer Epithelial
37_693,Cancer Epithelial
37_694,Cancer Epithelial
37_695,Cancer Epithelial
37_696,Cancer Epithelial
37_697,Cancer Epithelial
37_698,Cancer Epithelial
37_699,Cancer Epithelial
37_700,Cancer Epithelial
37_701,Cancer Epithelial
37_702,Cancer Epithelial
37_703,Cancer Epithelial
37_704,Myeloid
37_705,Cancer Epithelial
37_706,Myeloid
37_707,Cancer Epithelial
37_708,Cancer Epithelial
37_709,Cancer Epithelial
37_710,Cancer Epithelial
37_711,Cancer Epithelial
37_712,Cancer Epithelial
37_713,Cancer Epithelial
37_714,Cancer Epithelial
37_715,Cancer Epithelial
37_716,Endothelial
37_717,Cancer Epithelial
37_718,Cancer Epithelial
37_719,Cancer Epithelial
37_720,Myeloid
37_721,Cancer Epithelial
37_722,Cancer Epithelial
37_723,Cancer Epithelial
37_724,Cancer Epithelial
37_725,Myeloid
37_726,Cancer Epithelial
37_727,Cancer Epithelial
37_728,Cancer Epithelial
37_729,CAFs
37_730,Cancer Epithelial
37_731,Cancer Epithelial
37_732,Cancer Epithelial
37_733,Cancer Epithelial
37_734,Cancer Epithelial
37_735,Cancer Epithelial
37_736,Cancer Epithelial
37_737,Cancer Epithelial
37_738,Cancer Epithelial
37_739,Cancer Epithelial
37_740,Cancer Epithelial
37_741,Cancer Epithelial
37_742,CAFs
37_743,Cancer Epithelial
37_744,Cancer Epithelial
37_746,Cancer Epithelial
37_747,Cancer Epithelial
37_748,Cancer Epithelial
37_749,Cancer Epithelial
37_750,Cancer Epithelial
37_751,Cancer Epithelial
37_752,Cancer Epithelial
37_753,Endothelial
37_754,Myeloid
37_755,Cancer Epithelial
37_756,Cancer Epithelial
37_757,Cancer Epithelial
37_758,CAFs
37_759,Cancer Epithelial
37_760,Cancer Epithelial
37_761,CAFs
37_762,Cancer Epithelial
37_763,Cancer Epithelial
37_764,CAFs
37_765,Cancer Epithelial
37_766,Cancer Epithelial
37_767,CAFs
37_768,Cancer Epithelial
37_769,Cancer Epithelial
37_770,Cancer Epithelial
37_771,Myeloid
37_772,Cancer Epithelial
37_773,Cancer Epithelial
37_774,Cancer Epithelial
37_775,Cancer Epithelial
37_776,Cancer Epithelial
37_777,Cancer Epithelial
37_778,Cancer Epithelial
37_779,Myeloid
37_780,Cancer Epithelial
37_781,Cancer Epithelial
37_782,Cancer Epithelial
37_783,Cancer Epithelial
37_784,Cancer Epithelial
37_785,Cancer Epithelial
37_786,Cancer Epithelial
37_787,PVL
37_788,Cancer Epithelial
37_789,Cancer Epithelial
37_790,Cancer Epithelial
37_791,Cancer Epithelial
37_792,Cancer Epithelial
37_793,Cancer Epithelial
37_794,Cancer Epithelial
37_795,CAFs
37_796,Cancer Epithelial
37_797,Cancer Epithelial
37_798,Cancer Epithelial
37_799,Cancer Epithelial
37_800,Cancer Epithelial
37_801,Cancer Epithelial
37_802,Cancer Epithelial
37_803,Cancer Epithelial
37_804,CAFs
37_805,CAFs
37_807,Cancer Epithelial
37_808,Cancer Epithelial
37_809,Cancer Epithelial
37_810,CAFs
37_811,Cancer Epithelial
37_812,CAFs
37_813,Cancer Epithelial
37_814,Cancer Epithelial
37_815,Cancer Epithelial
37_816,CAFs
37_817,Myeloid
37_818,Cancer Epithelial
37_819,Cancer Epithelial
37_820,Cancer Epithelial
37_821,Cancer Epithelial
37_822,Cancer Epithelial
37_823,Cancer Epithelial
37_824,Cancer Epithelial
37_825,Cancer Epithelial
37_826,Cancer Epithelial
37_827,Cancer Epithelial
37_828,CAFs
37_829,Cancer Epithelial
37_830,Cancer Epithelial
37_831,Myeloid
37_832,Cancer Epithelial
37_833,CAFs
37_834,Cancer Epithelial
37_835,Cancer Epithelial
37_836,Cancer Epithelial
37_837,Cancer Epithelial
37_838,Cancer Epithelial
37_839,Cancer Epithelial
37_840,Cancer Epithelial
37_841,Cancer Epithelial
37_842,Cancer Epithelial
37_843,Cancer Epithelial
37_844,Cancer Epithelial
37_845,Cancer Epithelial
37_846,Cancer Epithelial
37_847,Cancer Epithelial
37_848,Cancer Epithelial
37_849,Cancer Epithelial
37_850,Cancer Epithelial
37_851,CAFs
37_852,CAFs
37_853,Cancer Epithelial
37_854,Cancer Epithelial
37_855,Cancer Epithelial
37_856,Cancer Epithelial
37_857,Cancer Epithelial
37_858,Myeloid
37_859,Cancer Epithelial
37_860,Cancer Epithelial
37_861,Cancer Epithelial
37_862,Endothelial
37_863,Endothelial
37_864,Cancer Epithelial
37_865,Cancer Epithelial
37_866,Cancer Epithelial
37_867,Cancer Epithelial
37_868,Cancer Epithelial
37_869,Cancer Epithelial
37_870,Cancer Epithelial
37_871,Cancer Epithelial
37_872,Cancer Epithelial
37_873,Cancer Epithelial
37_874,Cancer Epithelial
37_875,Cancer Epithelial
37_876,CAFs
37_877,Myeloid
37_878,Cancer Epithelial
37_879,Cancer Epithelial
37_880,Cancer Epithelial
37_881,Cancer Epithelial
37_882,CAFs
37_883,Cancer Epithelial
37_884,Cancer Epithelial
37_885,Cancer Epithelial
37_886,Cancer Epithelial
37_887,Cancer Epithelial
37_888,Cancer Epithelial
37_889,Cancer Epithelial
37_890,Cancer Epithelial
37_891,Cancer Epithelial
37_892,Cancer Epithelial
37_893,Cancer Epithelial
37_894,Cancer Epithelial
37_895,Cancer Epithelial
37_896,Cancer Epithelial
37_897,Cancer Epithelial
37_898,Cancer Epithelial
37_899,Cancer Epithelial
37_900,CAFs
37_901,Cancer Epithelial
37_902,CAFs
37_903,Cancer Epithelial
37_904,Cancer Epithelial
37_905,Cancer Epithelial
37_906,Cancer Epithelial
37_907,Cancer Epithelial
37_908,Myeloid
37_909,Cancer Epithelial
37_910,Cancer Epithelial
37_911,Cancer Epithelial
37_912,Cancer Epithelial
37_913,Cancer Epithelial
37_914,Cancer Epithelial
37_915,Cancer Epithelial
37_916,Cancer Epithelial
37_917,Cancer Epithelial
37_918,Cancer Epithelial
37_919,Cancer Epithelial
37_920,Cancer Epithelial
37_921,Cancer Epithelial
37_922,Cancer Epithelial
37_923,Cancer Epithelial
37_924,Cancer Epithelial
37_925,Cancer Epithelial
37_926,Cancer Epithelial
37_927,Cancer Epithelial
37_928,Cancer Epithelial
37_929,Cancer Epithelial
37_930,Cancer Epithelial
37_931,Cancer Epithelial
37_932,Cancer Epithelial
37_933,Cancer Epithelial
37_934,Cancer Epithelial
37_935,Cancer Epithelial
37_936,Cancer Epithelial
37_937,CAFs
37_938,Cancer Epithelial
37_939,Cancer Epithelial
37_940,Cancer Epithelial
37_941,Cancer Epithelial
37_942,Cancer Epithelial
37_943,Cancer Epithelial
37_944,Cancer Epithelial
37_945,Cancer Epithelial
37_946,Cancer Epithelial
37_947,CAFs
37_948,Cancer Epithelial
37_949,Cancer Epithelial
37_950,Cancer Epithelial
37_951,Cancer Epithelial
37_952,Cancer Epithelial
37_953,Cancer Epithelial
37_954,Cancer Epithelial
37_955,Cancer Epithelial
37_956,Cancer Epithelial
37_957,Cancer Epithelial
37_958,Cancer Epithelial
37_959,Cancer Epithelial
37_960,Cancer Epithelial
37_961,Cancer Epithelial
37_962,Cancer Epithelial
37_963,Cancer Epithelial
37_964,Cancer Epithelial
37_965,CAFs
37_966,Endothelial
37_967,Cancer Epithelial
37_968,Cancer Epithelial
37_969,Cancer Epithelial
37_970,Cancer Epithelial
37_971,Cancer Epithelial
37_972,Cancer Epithelial
37_973,Cancer Epithelial
37_974,Cancer Epithelial
37_975,Cancer Epithelial
37_976,Cancer Epithelial
37_977,Cancer Epithelial
37_978,Cancer Epithelial
37_979,CAFs
37_980,Cancer Epithelial
37_981,Cancer Epithelial
37_982,Cancer Epithelial
37_983,Cancer Epithelial
37_984,Cancer Epithelial
37_985,Cancer Epithelial
37_986,Cancer Epithelial
37_987,Cancer Epithelial
37_988,Cancer Epithelial
37_989,Cancer Epithelial
37_990,Cancer Epithelial
37_991,Cancer Epithelial
37_992,Myeloid
37_993,Cancer Epithelial
37_994,Cancer Epithelial
37_995,Cancer Epithelial
37_996,Cancer Epithelial
37_997,Cancer Epithelial
37_998,Cancer Epithelial
37_999,Cancer Epithelial
37_1000,Cancer Epithelial
37_1001,Cancer Epithelial
37_1002,Cancer Epithelial
37_1003,Cancer Epithelial
37_1004,CAFs
37_1005,Cancer Epithelial
37_1006,Cancer Epithelial
37_1007,Endothelial
37_1008,Cancer Epithelial
37_1009,Cancer Epithelial
37_1010,Cancer Epithelial
37_1011,Cancer Epithelial
37_1012,Cancer Epithelial
37_1013,Cancer Epithelial
37_1014,Cancer Epithelial
37_1015,Cancer Epithelial
37_1016,Cancer Epithelial
37_1017,Cancer Epithelial
37_1018,Cancer Epithelial
37_1019,Cancer Epithelial
37_1020,Cancer Epithelial
37_1021,Cancer Epithelial
37_1022,Cancer Epithelial
37_1023,Cancer Epithelial
37_1024,Cancer Epithelial
37_1025,Cancer Epithelial
37_1026,Cancer Epithelial
37_1027,Cancer Epithelial
37_1028,Cancer Epithelial
37_1029,CAFs
37_1030,CAFs
37_1031,Cancer Epithelial
37_1032,Cancer Epithelial
37_1033,Cancer Epithelial
37_1034,Cancer Epithelial
37_1035,Cancer Epithelial
37_1036,Cancer Epithelial
37_1037,PVL
37_1038,CAFs
37_1039,Cancer Epithelial
37_1040,Cancer Epithelial
37_1041,Cancer Epithelial
37_1042,Cancer Epithelial
37_1043,CAFs
37_1044,Cancer Epithelial
37_1045,Cancer Epithelial
37_1046,Cancer Epithelial
37_1047,Cancer Epithelial
37_1048,Cancer Epithelial
37_1049,CAFs
37_1050,Cancer Epithelial
37_1051,Cancer Epithelial
37_1052,Cancer Epithelial
37_1053,Cancer Epithelial
37_1054,Cancer Epithelial
37_1055,Cancer Epithelial
37_1056,Cancer Epithelial
37_1057,Cancer Epithelial
37_1058,Cancer Epithelial
37_1059,Cancer Epithelial
37_1060,Cancer Epithelial
37_1061,Cancer Epithelial
37_1062,Cancer Epithelial
37_1063,Myeloid
37_1064,Cancer Epithelial
37_1065,Cancer Epithelial
37_1066,Cancer Epithelial
37_1067,Cancer Epithelial
37_1068,Cancer Epithelial
37_1069,Cancer Epithelial
37_1070,Cancer Epithelial
37_1071,Cancer Epithelial
37_1072,Cancer Epithelial
37_1073,Cancer Epithelial
37_1074,Cancer Epithelial
37_1075,Cancer Epithelial
37_1076,Myeloid
37_1077,Cancer Epithelial
37_1078,Cancer Epithelial
37_1079,Cancer Epithelial
37_1080,Cancer Epithelial
37_1081,Cancer Epithelial
37_1082,Cancer Epithelial
37_1083,Cancer Epithelial
37_1084,Endothelial
37_1085,Cancer Epithelial
37_1086,Cancer Epithelial
37_1087,Cancer Epithelial
37_1088,Cancer Epithelial
37_1089,Cancer Epithelial
37_1090,Cancer Epithelial
37_1091,Cancer Epithelial
37_1092,Cancer Epithelial
37_1093,Cancer Epithelial
37_1094,Cancer Epithelial
37_1095,Cancer Epithelial
37_1096,Cancer Epithelial
37_1097,Cancer Epithelial
37_1098,Cancer Epithelial
37_1099,Cancer Epithelial
37_1100,Myeloid
37_1101,Cancer Epithelial
37_1102,Cancer Epithelial
37_1103,Cancer Epithelial
37_1104,Cancer Epithelial
37_1105,Cancer Epithelial
37_1106,Cancer Epithelial
37_1107,Cancer Epithelial
37_1108,Cancer Epithelial
37_1109,Cancer Epithelial
37_1110,Cancer Epithelial
37_1111,Cancer Epithelial
37_1112,Cancer Epithelial
37_1113,Cancer Epithelial
37_1114,Cancer Epithelial
37_1115,Cancer Epithelial
37_1116,Cancer Epithelial
37_1117,Cancer Epithelial
37_1118,Cancer Epithelial
37_1119,Cancer Epithelial
37_1120,Cancer Epithelial
37_1121,Cancer Epithelial
37_1122,Cancer Epithelial
37_1123,Cancer Epithelial
37_1124,Cancer Epithelial
37_1125,Cancer Epithelial
37_1126,Cancer Epithelial
37_1127,Cancer Epithelial
37_1128,Cancer Epithelial
37_1129,Cancer Epithelial
37_1130,Cancer Epithelial
37_1131,Cancer Epithelial
37_1132,Cancer Epithelial
37_1133,Cancer Epithelial
37_1134,Cancer Epithelial
37_1135,CAFs
37_1136,Cancer Epithelial
37_1137,Cancer Epithelial
37_1138,Cancer Epithelial
37_1139,CAFs
37_1140,Cancer Epithelial
37_1141,Cancer Epithelial
37_1142,Cancer Epithelial
37_1143,Cancer Epithelial
37_1144,Cancer Epithelial
37_1145,Cancer Epithelial
37_1146,Cancer Epithelial
37_1147,Cancer Epithelial
37_1148,Cancer Epithelial
37_1149,Cancer Epithelial
37_1150,Cancer Epithelial
37_1151,Cancer Epithelial
37_1152,Cancer Epithelial
37_1153,Cancer Epithelial
37_1154,Cancer Epithelial
37_1155,Cancer Epithelial
37_1156,Cancer Epithelial
37_1157,Cancer Epithelial
37_1158,Cancer Epithelial
37_1159,Cancer Epithelial
37_1160,Cancer Epithelial
37_1161,Cancer Epithelial
37_1162,Cancer Epithelial
37_1163,Cancer Epithelial
37_1164,Cancer Epithelial
37_1165,Cancer Epithelial
37_1166,Cancer Epithelial
37_1167,Cancer Epithelial
37_1168,Cancer Epithelial
37_1169,Cancer Epithelial
37_1170,Cancer Epithelial
37_1171,Cancer Epithelial
37_1172,Cancer Epithelial
37_1173,Cancer Epithelial
37_1174,Endothelial
37_1175,Cancer Epithelial
37_1176,Cancer Epithelial
37_1177,Cancer Epithelial
37_1178,Cancer Epithelial
37_1179,Cancer Epithelial
37_1180,Cancer Epithelial
37_1181,Cancer Epithelial
37_1182,Cancer Epithelial
37_1183,Cancer Epithelial
37_1184,Cancer Epithelial
37_1185,Cancer Epithelial
37_1186,Cancer Epithelial
37_1187,Cancer Epithelial
37_1188,Cancer Epithelial
37_1189,Cancer Epithelial
37_1190,Cancer Epithelial
37_1191,CAFs
37_1192,Cancer Epithelial
37_1193,Cancer Epithelial
37_1194,Cancer Epithelial
37_1195,Cancer Epithelial
37_1196,Cancer Epithelial
37_1197,Cancer Epithelial
37_1198,Cancer Epithelial
37_1199,Cancer Epithelial
37_1200,Cancer Epithelial
37_1201,Cancer Epithelial
37_1202,Cancer Epithelial
37_1203,Cancer Epithelial
37_1204,Cancer Epithelial
37_1205,Cancer Epithelial
37_1206,Cancer Epithelial
37_1207,Cancer Epithelial
37_1208,Cancer Epithelial
37_1209,Cancer Epithelial
37_1210,CAFs
37_1211,Cancer Epithelial
37_1212,Cancer Epithelial
37_1213,Cancer Epithelial
37_1214,Cancer Epithelial
37_1215,Cancer Epithelial
37_1216,Cancer Epithelial
37_1217,Cancer Epithelial
37_1218,Cancer Epithelial
37_1219,Cancer Epithelial
37_1220,Cancer Epithelial
37_1221,Cancer Epithelial
37_1222,Cancer Epithelial
37_1223,Cancer Epithelial
37_1224,Cancer Epithelial
37_1225,Cancer Epithelial
37_1226,Cancer Epithelial
37_1227,Cancer Epithelial
37_1228,Cancer Epithelial
37_1229,Cancer Epithelial
37_1230,Cancer Epithelial
37_1231,Cancer Epithelial
37_1232,Cancer Epithelial
37_1233,Cancer Epithelial
37_1235,Cancer Epithelial
37_1236,Cancer Epithelial
37_1237,Cancer Epithelial
37_1238,Cancer Epithelial
37_1239,Cancer Epithelial
37_1240,Cancer Epithelial
37_1241,Cancer Epithelial
37_1242,Cancer Epithelial
37_1243,Cancer Epithelial
37_1244,Cancer Epithelial
37_1245,Cancer Epithelial
37_1246,Cancer Epithelial
37_1247,Cancer Epithelial
37_1248,Cancer Epithelial
37_1249,CAFs
37_1250,Cancer Epithelial
37_1251,Cancer Epithelial
37_1252,Cancer Epithelial
37_1253,Cancer Epithelial
37_1254,Cancer Epithelial
37_1255,Cancer Epithelial
37_1256,Cancer Epithelial
37_1257,Cancer Epithelial
37_1258,Cancer Epithelial
37_1259,Cancer Epithelial
37_1260,Cancer Epithelial
37_1261,Cancer Epithelial
37_1262,Cancer Epithelial
37_1263,Endothelial
37_1264,Cancer Epithelial
37_1265,Cancer Epithelial
37_1266,Cancer Epithelial
37_1267,Cancer Epithelial
37_1268,Cancer Epithelial
37_1269,Cancer Epithelial
37_1270,CAFs
37_1271,Cancer Epithelial
37_1272,Cancer Epithelial
37_1273,Cancer Epithelial
37_1274,Cancer Epithelial
37_1275,Cancer Epithelial
37_1276,Cancer Epithelial
37_1277,Endothelial
37_1278,Cancer Epithelial
37_1279,Cancer Epithelial
37_1280,Cancer Epithelial
37_1281,Cancer Epithelial
37_1282,Cancer Epithelial
37_1283,Cancer Epithelial
37_1284,Cancer Epithelial
37_1285,Cancer Epithelial
37_1286,Cancer Epithelial
37_1287,Cancer Epithelial
37_1288,Cancer Epithelial
37_1289,Cancer Epithelial
37_1290,Cancer Epithelial
37_1291,CAFs
37_1292,Cancer Epithelial
37_1293,Cancer Epithelial
37_1294,Cancer Epithelial
37_1295,Cancer Epithelial
